MOSFET Id / Vds																														
Type:	MOSFET Id / Vds																													
Trace:	ALD1103NVgs=0.00V		ALD1103NVgs=0.50V		ALD1103NVgs=1.00V		ALD1103NVgs=1.50V		ALD1103NVgs=2.00V		ALD1103NVgs=2.50V		ALD1103NVgs=3.00V																	
Tag:	ALD1103NVgs=0.00V		ALD1103NVgs=0.50V		ALD1103NVgs=1.00V		ALD1103NVgs=1.50V		ALD1103NVgs=2.00V		ALD1103NVgs=2.50V		ALD1103NVgs=3.00V																	
Colour:	Red		DarkRed		Green		Lime		Blue		Cyan		Magenta																	
Point	Vds	Id (mA)	Vds	Id (mA)	Vds	Id (mA)	Vds	Id (mA)	Vds	Id (mA)	Vds	Id (mA)	Vds	Id (mA)									Vds	"Id (CT, Vgs = 1V)"		Vds	"Id (CT, Vgs = 1V)"	"Id (CT, Vgs = 3V)"	"Id (H, Vgs = 1V)"	"Id (H, Vgs = 3V)"
22	5.364678204	0	5.365140975	0	5.197288752	0.28442812	4.334741414	1.757332087	2.82870096	4.321311474	1.119316518	7.200644016	0.741466463	7.826879501									5.197288752	0.28442812		0.577589571		6.451045513		
23	5.60675019	0	5.607304394	0	5.443520308	0.279300928	4.573762119	1.763947129	3.062546611	4.336856365	1.240768492	7.407020569	0.790453792	8.159761429									5.443520308	0.279300928		0.617888629		6.7991395		
24	5.854922593	0	5.855846941	0	5.687902629	0.285586655	4.826093733	1.756171823	3.30304724	4.3505826	1.397805572	7.567092419	0.836113632	8.505867004									5.687902629	0.285586655		0.657355845		7.146901608		
25	6.098380566	0	6.097825468	0	5.931730926	0.281945586	5.06493026	1.76063621	3.525338829	4.383322239	1.587747157	7.66002655	0.881773829	8.834118843									5.931730926	0.281945586		0.701999187		7.486063957		
26	6.346367359	0	6.34646076	0	6.175744236	0.288065761	5.304229319	1.778003812	3.776468813	4.381008625	1.803107321	7.720716	0.937416196	9.171131134									6.175744236	0.288065761		0.741466463		7.826879501		
27	6.596666932	0	6.597127736	0	6.423361778	0.294183403	5.556652844	1.775852203	4.005046368	4.415902615	2.024936914	7.77495575	0.988252103	9.503844261									6.423361778	0.294183403		0.790453792		8.159761429		
28	6.84030968	0	6.841232777	0	6.668391049	0.294516116	5.790961325	1.793050051	4.24369812	4.425658703	2.236599386	7.830684662	1.049624801	9.825643539									6.668391049	0.294516116		0.812544405	0.256480932			
29	7.086817622	0	7.087003231	0	6.916748226	0.28822872	6.041998804	1.78511107	4.482442379	4.440376759	2.452236891	7.890380859	1.111922145	10.13404942									6.916748226	0.28822872		0.836113632		8.505867004		
30	7.331754982	0	7.331570923	0	7.161869526	0.289719105	6.276768506	1.801650286	4.721833706	4.452116966	2.679797351	7.921471596	1.173572481	10.44857502									7.161869526	0.289719105		0.881773829		8.834118843		
31	7.578262568	0.001655031	7.578263342	0	7.404127419	0.297821939	6.518933117	1.806444645	4.960762978	4.463857651	2.908744216	7.953714848	1.249364376	10.74407959									7.404127419	0.297821939		0.937416196		9.171131134		
32	7.818024457	0.002646343	7.818671525	0	7.644720256	0.294516981	6.757123113	1.814546704	5.196642458	4.473282814	3.13464123	7.980671406	1.329315424	11.02073574									7.644720256	0.294516981		0.988252103		9.503844261	0.255	9.379
33	8.074977279	0	8.075069785	0	7.903798342	0.291867226	7.009454548	1.819179893	5.44638586	4.485849857	3.375696659	8.006467819	1.417123079	11.30549335									7.903798342	0.291867226		1.049624801		9.825643539		
34	8.316955388	0	8.318066001	0	8.146240354	0.29104653	7.247459948	1.824302793	5.683835387	4.496267796	3.604457915	8.03094101	1.518240571	11.54758835									8.146240354	0.29104653		1.05951494	0.262103319			
35	8.566884398	0	8.565682828	0	8.394689381	0.29418087	7.500992239	1.816367269	5.913984776	4.526529312	3.82767427	8.076083183	1.651338518	11.7491684									8.394689381	0.29418087		1.111922145		10.13404942		
36	8.811175466	0	8.81154412	0	8.634173512	0.301788867	7.742603421	1.826783657	6.164559245	4.517764568	4.059116662	8.098739624	1.801905513	11.91966057									8.634173512	0.301788867		1.173572481		10.44857502		
37	9.056666791	0	9.056666851	0	8.877630353	0.304435223	7.971548438	1.846630335	6.388238132	4.551168919	4.291114211	8.125033379											8.877630353	0.304435223		1.249364376		10.74407959		
38	9.306687653	0	9.307426631	0.001984331	9.126450717	0.308572799	8.21796459	1.857708812	6.644451976	4.546043396	4.529673874	8.148018837											9.126450717	0.308572799		1.307409942	0.263095707			
39	9.549592137	0	9.549776137	0	9.370186508	0.306586772	8.455230296	1.869285583	6.878390014	4.562416553	4.760931492	8.169020653											9.370186508	0.306586772		1.329315424		11.02073574		
40	9.798781872	0	9.79878068	0	9.614569485	0.314191371	8.697672307	1.881522536	7.106874347	4.594493866	4.999213874	8.183736801											9.614569485	0.314191371		1.417123079		11.30549335		
41	10.03974295	0	10.03881907	0.001986037	9.855993748	0.312372535	8.940391958	1.880362272	7.339241683	4.608219624	5.242394805	8.182084084											9.855993748	0.312372535		1.518240571		11.54758835	0.259	11.49
42	10.28893119	0	10.289949	0.001655031	10.10000682	0.319978863	9.173497856	1.904837966	7.579741955	4.622770309	5.469400704	8.222268105											10.10000682	0.319978863		1.550775588	0.261938035			
43	10.53294498	0	10.53257608	0	10.3466087	0.318163455	9.409377635	1.91856277	7.812941611	4.640962124	5.702045321	8.241779327											10.3466087	0.318163455		1.651338518		11.7491684		
44	10.77603388	0	10.77557224	0	10.58378184	0.32494396	9.634533465	1.944191933	8.045585036	4.66130209	5.920177341	8.280805588											10.58378184	0.32494396		1.790167272	0.264583111			
45	11.02485234	0	11.02402067	0	10.82991934	0.33073315	9.871799231	1.964369655	8.281833708	4.679327965	6.173247635	8.275681496											10.82991934	0.33073315		1.801905513		11.91966057		
46	11.27099109	0	11.27006668	0	11.07587385	0.330067724	10.11581182	1.969991565	8.514939606	4.700659275	6.407832921	8.295028687											11.07587385	0.330067724		2.03519702	0.264914125		0.262	12.16
47	11.52359998	0	11.52304572	0	11.32607847	0.33403638	10.35723734	1.988678098	8.752112925	4.72860527	6.636410117	8.334881783											11.32607847	0.33403638		2.276806533	0.273182869			
48	11.7639156	0	11.7642861	0	11.56454605	0.336520642	10.57490718	2.02704072	8.967010498	4.76812458	6.866929233	8.354064941											11.56454605	0.336520642		2.516382396	0.273512602			
49	12.01218039	0	12.0123654	0	11.8088358	0.344454557	10.80810583	2.050854445	9.207419395	4.784830093	7.102160037	8.3757267											11.8088358	0.344454557		2.769823194	0.274009109			
																										3.012357473	0.27219069			
																										3.253597319	0.276820511			
	ro = infinity		ro = infinity		slope = 0.0066		slope =	0.0393	slope =	0.0718	slope = 	0.1122														3.49640888	0.275994301			
					ro = 	151515.1515		25445.29262		13927.5766		8912.655971														3.735615373	0.276159793			
																										3.983971834	0.274009943		0.272	12.7
																										4.226136386	0.274175465			
																										4.473199666	0.275499493			
																										4.715456724	0.276158094			
																										4.958821893	0.2773166			
																										5.197288752	0.28442812			
																										5.443520308	0.279300928			
																										5.687902629	0.285586655			
																										5.931730926	0.281945586		0.279	13
																										6.175744236	0.288065761			
																										6.423361778	0.294183403			
																										6.668391049	0.294516116			
																										6.916748226	0.28822872			
